customerID,Contract,InternetService,PaymentMethod,tenure,tenure_band,MonthlyCharges,TotalCharges,addon_count,churned,churn_probability,decile
0106-GHRQR,Month-to-month,DSL,Bank transfer (automatic),16,12-24m,71.4,1212.1,3,0,0.3687798638255575,4
5318-IXUZF,Month-to-month,Fiber optic,Bank transfer (automatic),2,0-6m,87.15,183.75,2,1,0.6440540318674368,2
3768-VHXQO,Two year,No,Credit card (automatic),67,48-72m,24.85,1583.5,0,0,0.007509452756044646,10
8952-WCVCD,One year,Fiber optic,Bank transfer (automatic),41,24-48m,104.45,4162.05,5,0,0.17034232207403902,6
2418-TPEUN,Two year,No,Credit card (automatic),56,48-72m,19.8,1119.9,0,0,0.009936251487892352,10
3963-RYFNS,Two year,Fiber optic,Bank transfer (automatic),72,72m+,116.45,8013.55,6,0,0.0370465805467932,8
3198-VELRD,Month-to-month,Fiber optic,Bank transfer (automatic),3,0-6m,84.75,264.85,1,1,0.6680899828323156,1
8540-ZQGEA,Two year,No,Credit card (automatic),54,48-72m,20.05,1102.4,0,0,0.008664434501554854,10
1320-REHCS,Month-to-month,Fiber optic,Electronic check,52,48-72m,110.75,5832.0,5,0,0.43709545888374307,3
4137-JOPHL,Two year,Fiber optic,Bank transfer (automatic),50,48-72m,89.7,4304.5,3,0,0.06752327879969888,7
9436-ZBZCT,Month-to-month,Fiber optic,Electronic check,14,12-24m,89.95,1178.4,2,1,0.6673033798850272,2
7801-CEDNV,One year,DSL,Credit card (automatic),27,24-48m,48.7,1421.75,1,0,0.06094816139242507,8
2057-BOYKM,Two year,Fiber optic,Bank transfer (automatic),72,72m+,96.6,6827.5,4,0,0.024732799049563523,9
3658-QQJYD,One year,DSL,Credit card (automatic),62,48-72m,74.3,4698.05,4,0,0.04575257398833495,8
1803-BGNBD,Month-to-month,DSL,Electronic check,12,12-24m,54.3,654.5,2,0,0.31433067227339,4
0134-XWXCE,One year,DSL,Bank transfer (automatic),44,24-48m,74.85,3268.05,4,0,0.07400817876673263,7
6950-TWMYB,Two year,Fiber optic,Bank transfer (automatic),54,48-72m,79.95,4362.05,2,0,0.03583618250579512,8
5848-FHRFC,Two year,No,Bank transfer (automatic),68,48-72m,20.05,1386.9,0,0,0.005719061127051896,10
2243-FNMMI,Month-to-month,No,Mailed check,20,12-24m,19.4,415.4,0,0,0.09674113115817586,7
2511-MORQY,One year,DSL,Bank transfer (automatic),50,48-72m,54.9,2614.1,1,0,0.04407950937141879,8
5356-KZCKT,Two year,No,Credit card (automatic),58,48-72m,24.45,1513.6,0,0,0.015511658301254345,9
9470-XCCEM,Month-to-month,Fiber optic,Bank transfer (automatic),35,24-48m,89.65,3161.6,2,0,0.403704114826235,3
6519-CFDBX,Month-to-month,DSL,Electronic check,2,0-6m,45.4,80.95,0,0,0.4932022145974778,3
3902-MIVLE,Two year,DSL,Mailed check,63,48-72m,75.7,4676.7,4,0,0.009878586458112203,10
0409-WTMPL,One year,Fiber optic,Credit card (automatic),58,48-72m,110.65,6526.65,5,0,0.1331412013053923,6
8763-KIAFH,One year,No,Mailed check,27,24-48m,20.55,583.3,0,0,0.043891325847445185,8
3669-WHAFY,Two year,Fiber optic,Credit card (automatic),71,48-72m,115.15,8078.1,6,0,0.0374927401352865,8
3055-VTCGS,One year,DSL,Credit card (automatic),63,48-72m,58.55,3503.5,2,0,0.036124540551866105,8
3144-KMTWZ,Month-to-month,Fiber optic,Bank transfer (automatic),71,48-72m,93.25,6669.45,3,0,0.18023486072433817,5
7279-BUYWN,Month-to-month,Fiber optic,Electronic check,41,24-48m,113.2,4689.5,5,1,0.5125099515564325,3
7156-MHUGY,Month-to-month,Fiber optic,Electronic check,13,12-24m,90.5,1201.15,2,1,0.7760773309498762,1
7198-GLXTC,Month-to-month,Fiber optic,Electronic check,2,0-6m,79.0,143.65,1,1,0.6995835068416043,1
2007-QVGAW,Two year,No,Bank transfer (automatic),68,48-72m,19.35,1292.65,0,0,0.006581673708326233,10
5207-PLSTK,Month-to-month,DSL,Mailed check,1,0-6m,48.75,48.75,1,0,0.27280618225169057,4
2307-FYNNL,Two year,Fiber optic,Electronic check,65,48-72m,109.05,7108.2,5,0,0.09744685208491062,7
5605-XNWEN,Two year,No,Bank transfer (automatic),72,72m+,25.0,1802.55,0,0,0.010813228012382246,10
2155-AMQRX,Month-to-month,DSL,Credit card (automatic),28,24-48m,54.9,1505.15,1,0,0.20228843754567624,5
6181-AXXYF,Two year,No,Credit card (automatic),72,72m+,24.75,1859.1,0,0,0.00550632218238388,10
5091-HFAZW,Month-to-month,Fiber optic,Electronic check,2,0-6m,91.15,168.5,3,0,0.6656402246960232,2
0516-VRYBW,One year,No,Bank transfer (automatic),18,12-24m,20.15,390.85,0,1,0.045867811634419185,8
2519-LBNQL,One year,Fiber optic,Electronic check,60,48-72m,104.35,6339.45,4,0,0.2860319005593402,4
8623-ULFNQ,Month-to-month,DSL,Electronic check,26,24-48m,66.05,1652.4,2,0,0.38677504559973686,4
8380-PEFPE,Month-to-month,Fiber optic,Electronic check,1,0-6m,71.65,71.65,0,1,0.668599654191869,1
5687-DKDTV,Month-to-month,No,Mailed check,4,0-6m,20.35,77.5,0,1,0.15205003548407922,6
1568-LJSZU,Two year,DSL,Credit card (automatic),68,48-72m,92.2,6392.85,6,0,0.014591388798396691,10
7530-HDYDS,Month-to-month,Fiber optic,Credit card (automatic),38,24-48m,84.25,3264.5,3,1,0.22826289765101482,5
7789-HKSBS,One year,Fiber optic,Bank transfer (automatic),42,24-48m,105.2,4599.15,4,0,0.26030876838329986,5
7416-CKTEP,Two year,No,Bank transfer (automatic),57,48-72m,19.6,1134.25,0,0,0.010918345766462344,10
2586-CWXVV,Month-to-month,DSL,Electronic check,54,48-72m,30.4,1621.35,1,0,0.141840614972973,6
3096-IZETN,Month-to-month,Fiber optic,Bank transfer (automatic),12,12-24m,78.1,947.3,1,1,0.5059752361135609,3
2348-KCJLT,One year,DSL,Mailed check,44,24-48m,61.5,2722.2,3,0,0.04051744040069355,8
8401-EMUWF,Month-to-month,DSL,Bank transfer (automatic),42,24-48m,69.4,3058.3,3,0,0.1351300331634711,6
4193-IBKSW,Two year,No,Bank transfer (automatic),72,72m+,24.75,1769.6,0,0,0.00538492947153104,10
5377-NDTOU,Two year,DSL,Mailed check,71,48-72m,91.05,6293.75,6,0,0.00939034445796552,10
5922-ABDVO,Month-to-month,Fiber optic,Mailed check,19,12-24m,89.65,1761.05,2,1,0.48414001779227733,3
2474-LCNUE,Month-to-month,DSL,Credit card (automatic),23,12-24m,73.65,1642.75,3,0,0.3330656723818073,4
0839-QNXME,Two year,No,Credit card (automatic),30,24-48m,19.4,578.5,0,0,0.02100996409654172,9
3506-OVLKD,One year,No,Bank transfer (automatic),35,24-48m,26.2,954.9,0,0,0.03925547411957209,8
9172-ANCRX,Month-to-month,Fiber optic,Electronic check,10,6-12m,98.7,973.25,3,1,0.7492863868137936,1
6650-VJONK,Month-to-month,DSL,Bank transfer (automatic),1,0-6m,43.85,43.85,0,0,0.40321362414397083,3
2178-PMGCJ,Month-to-month,Fiber optic,Mailed check,22,12-24m,69.7,1490.4,0,0,0.437423218085925,3
7492-TAFJD,Two year,DSL,Mailed check,7,6-12m,38.55,280.0,3,0,0.079672171218768,7
2773-MADBQ,Two year,DSL,Mailed check,36,24-48m,53.1,1901.25,5,0,0.04930297684750691,8
6016-LVTJQ,Month-to-month,No,Mailed check,34,24-48m,20.65,716.4,0,0,0.04941636188123706,8
7860-KSUGX,Two year,DSL,Credit card (automatic),72,72m+,64.45,4720.0,3,0,0.007969806239528617,10
8966-KZXXA,Two year,No,Credit card (automatic),36,24-48m,25.1,930.95,0,0,0.018100625843467028,9
6910-HADCM,Month-to-month,Fiber optic,Electronic check,1,0-6m,76.35,76.35,1,1,0.6192885908707004,2
4816-LXZYW,Month-to-month,Fiber optic,Electronic check,23,12-24m,79.15,1676.95,1,1,0.591671563116069,2
9606-PBKBQ,Month-to-month,Fiber optic,Electronic check,32,24-48m,85.0,2642.05,1,1,0.6263375621291419,2
5149-QYTTU,One year,Fiber optic,Credit card (automatic),71,48-72m,95.15,6770.85,4,0,0.03368585667683155,8
2070-XYMFH,Month-to-month,Fiber optic,Mailed check,23,12-24m,79.35,1835.3,1,0,0.550993897028578,2
2085-BOJKI,One year,Fiber optic,Bank transfer (automatic),17,12-24m,96.65,1588.25,3,0,0.4065677984766728,3
0817-HSUSE,Month-to-month,DSL,Electronic check,1,0-6m,75.5,75.5,4,0,0.544477783107731,2
5442-PPTJY,Two year,No,Mailed check,12,12-24m,19.7,258.35,0,0,0.029551506631121948,9
1927-QEWMY,Two year,No,Credit card (automatic),72,72m+,20.5,1502.25,0,0,0.0046959782652443525,10
1663-MHLHE,Month-to-month,No,Mailed check,1,0-6m,19.2,19.2,0,0,0.1694041173801198,6
5663-QBGIS,Two year,Fiber optic,Bank transfer (automatic),72,72m+,98.35,6929.4,3,0,0.06642384539879743,7
4450-MDZFX,Month-to-month,Fiber optic,Bank transfer (automatic),60,48-72m,74.35,4453.3,0,0,0.14229374163838998,6
6701-DHKWQ,Two year,DSL,Credit card (automatic),61,48-72m,51.35,3244.4,4,0,0.01826797260901322,9
7554-AKDQF,Month-to-month,DSL,Mailed check,6,6-12m,45.65,323.45,0,0,0.26319787297563535,5
3536-IQCTX,Month-to-month,Fiber optic,Electronic check,32,24-48m,85.3,2661.1,1,1,0.5407389452603012,2
4911-BANWH,Month-to-month,Fiber optic,Credit card (automatic),31,24-48m,86.55,2697.4,1,1,0.470558338424392,3
8496-EJAUI,Month-to-month,Fiber optic,Credit card (automatic),19,12-24m,73.85,1424.5,1,1,0.4528315448779463,3
0794-YVSGE,Two year,No,Bank transfer (automatic),72,72m+,20.3,1401.15,0,0,0.003988319836051201,10
5423-BHIXO,Month-to-month,DSL,Electronic check,32,24-48m,54.2,1739.6,1,0,0.30890230285738773,4
6908-VVYHM,Month-to-month,Fiber optic,Electronic check,65,48-72m,90.65,5931.0,2,0,0.28663130988947705,4
2959-EEXWB,Month-to-month,DSL,Bank transfer (automatic),45,24-48m,50.9,2333.85,3,0,0.18690207546350612,5
1839-UMACK,One year,No,Electronic check,42,24-48m,25.05,949.85,0,0,0.048832955233904005,8
3030-YDNRM,Month-to-month,Fiber optic,Electronic check,8,6-12m,74.85,572.45,0,0,0.7200438525531611,1
7321-KKSDU,Two year,No,Mailed check,32,24-48m,20.5,696.8,0,0,0.016161569777762497,9
3402-XRIUO,Month-to-month,DSL,Mailed check,22,12-24m,63.55,1381.8,3,0,0.18633404223604183,5
3132-TVFDZ,Month-to-month,DSL,Electronic check,57,48-72m,44.85,2572.95,2,1,0.3351107561195152,4
8286-AFUYI,Month-to-month,DSL,Electronic check,1,0-6m,47.95,47.95,1,0,0.34412941856585044,4
8080-DDEMJ,Month-to-month,DSL,Electronic check,1,0-6m,45.1,45.1,0,1,0.4710328304203482,3
8356-WUAOJ,Month-to-month,DSL,Electronic check,1,0-6m,45.0,45.0,0,0,0.48526852628171935,3
6365-MTGZX,Month-to-month,Fiber optic,Electronic check,24,24-48m,96.0,2122.45,3,1,0.5714162786955789,2
1349-WXNGG,Month-to-month,No,Bank transfer (automatic),1,0-6m,20.05,20.05,0,1,0.16715846594268335,6
8058-DMYRU,Month-to-month,Fiber optic,Electronic check,54,48-72m,90.05,4931.8,2,0,0.4413079675341488,3
9350-ZXYJC,Two year,No,Credit card (automatic),4,0-6m,25.3,116.95,0,0,0.08673252640004878,7
6990-YNRIO,Two year,Fiber optic,Bank transfer (automatic),65,48-72m,108.65,6937.95,5,1,0.031187869081340806,9
8958-JPTRR,One year,No,Electronic check,56,48-72m,24.3,1261.7,0,0,0.02939028596170204,9
6959-GQEGV,Month-to-month,DSL,Electronic check,45,24-48m,75.95,3273.8,4,0,0.21069057773541203,5
3173-WSSUE,Two year,No,Credit card (automatic),71,48-72m,19.7,1415.85,0,0,0.004278714951569662,10
1265-HVPZB,One year,DSL,Credit card (automatic),59,48-72m,66.4,3958.2,4,0,0.027854063472365923,9
4115-UMJFQ,One year,DSL,Bank transfer (automatic),69,48-72m,35.75,2492.25,2,0,0.04480454575768601,8
7369-TRPFD,One year,No,Mailed check,19,12-24m,18.8,279.2,0,0,0.052447222952766284,8
1098-KFQEC,Two year,No,Credit card (automatic),55,48-72m,19.4,1083.0,0,0,0.007360644513049581,10
7190-XHTWJ,One year,No,Mailed check,38,24-48m,19.3,755.5,0,0,0.028046443717280625,9
0621-TWIEM,Month-to-month,DSL,Electronic check,10,6-12m,45.55,402.6,0,1,0.4255598805683062,3
3537-RYBHH,Month-to-month,DSL,Credit card (automatic),47,24-48m,67.45,3252.0,3,0,0.11417391456296108,7
2485-ITVKB,Month-to-month,DSL,Electronic check,2,0-6m,35.1,68.75,1,1,0.6526215419268869,2
3669-OYSJI,Month-to-month,DSL,Credit card (automatic),1,0-6m,46.2,46.2,0,1,0.31594198072251384,4
1612-EOHDH,Month-to-month,DSL,Electronic check,1,0-6m,45.15,45.15,0,1,0.41739860739076734,3
6702-OHFWR,Month-to-month,DSL,Electronic check,1,0-6m,43.3,43.3,3,1,0.7088821842409293,1
5296-BFCYD,Two year,No,Mailed check,46,24-48m,20.1,936.85,0,0,0.013396094476977684,10
4510-PYUSH,Month-to-month,DSL,Credit card (automatic),38,24-48m,57.15,2250.65,2,1,0.12687302463295938,6
9359-JANWS,Two year,DSL,Credit card (automatic),65,48-72m,58.9,3857.1,3,0,0.0067734097829823875,10
7517-SAWMO,Month-to-month,Fiber optic,Electronic check,19,12-24m,73.2,1441.1,1,1,0.4716251237424346,3
4143-HHPMK,Month-to-month,Fiber optic,Electronic check,52,48-72m,85.35,4338.6,2,1,0.3361705080422361,4
3279-DYZQM,Two year,No,Mailed check,71,48-72m,19.45,1378.45,0,0,0.004190658368129316,10
7054-LGEQW,Month-to-month,DSL,Mailed check,1,0-6m,45.95,45.95,0,1,0.3114460710468312,4
0523-VNGTF,Month-to-month,DSL,Electronic check,52,48-72m,50.5,2566.3,4,0,0.23768964447632138,5
9575-IWCAZ,One year,No,Mailed check,6,6-12m,25.1,171.0,0,0,0.09322658614698606,7
7105-MXJLL,One year,DSL,Mailed check,26,24-48m,60.7,1597.4,2,0,0.1216563117145452,6
7064-FRRSW,One year,Fiber optic,Electronic check,48,48-72m,99.0,4744.35,3,0,0.4002676300309745,3
7940-UQQUG,One year,Fiber optic,Bank transfer (automatic),64,48-72m,104.4,6721.6,4,0,0.0785855189756865,7
0923-PNFUB,Month-to-month,Fiber optic,Electronic check,3,0-6m,83.75,247.25,2,1,0.6751731313210184,1
3961-SXAXY,Month-to-month,DSL,Bank transfer (automatic),1,0-6m,44.05,44.05,0,0,0.40205004153403984,3
7010-BRBUU,Two year,No,Credit card (automatic),72,72m+,24.1,1734.65,0,0,0.005593093267314084,10
3566-HJGPK,Month-to-month,DSL,Mailed check,1,0-6m,45.55,45.55,0,0,0.3922820615835731,3
3062-ICYZQ,Month-to-month,Fiber optic,Electronic check,51,48-72m,93.8,4539.35,3,0,0.2875780121090938,4
9938-PRCVK,Two year,No,Bank transfer (automatic),41,24-48m,19.7,804.25,0,0,0.011398094217384911,10
0973-KYVNF,Two year,DSL,Credit card (automatic),72,72m+,70.65,5011.15,4,0,0.011173245134719645,10
5129-HHMZC,Two year,DSL,Credit card (automatic),43,24-48m,86.45,3574.5,5,0,0.028478096894916524,9
9637-CDTKZ,Two year,Fiber optic,Credit card (automatic),72,72m+,114.1,8086.4,6,0,0.03719623724734637,8
3946-JEWRQ,One year,Fiber optic,Credit card (automatic),47,24-48m,95.2,4563.0,2,0,0.26529226767229575,5
7873-CVMAW,Two year,DSL,Credit card (automatic),72,72m+,88.55,6362.35,6,0,0.012329678272436832,10
0463-WZZKO,Month-to-month,No,Credit card (automatic),3,0-6m,20.75,67.1,0,0,0.21052749117407057,5
3494-JCHRQ,Month-to-month,Fiber optic,Electronic check,1,0-6m,70.05,70.05,0,1,0.7082770604777235,1
6474-FVJLC,Month-to-month,Fiber optic,Electronic check,2,0-6m,86.0,165.45,1,1,0.795849047362233,1
4524-QCSSM,Month-to-month,DSL,Bank transfer (automatic),26,24-48m,44.65,1156.55,3,0,0.27333924687566147,4
5832-EXGTT,Month-to-month,DSL,Mailed check,29,24-48m,60.2,1834.15,2,0,0.15241477298687808,6
8840-DQLGN,Month-to-month,Fiber optic,Bank transfer (automatic),35,24-48m,100.5,3653.35,4,1,0.3165968916114495,4
2039-JONDJ,One year,DSL,Bank transfer (automatic),27,24-48m,55.45,1477.65,2,0,0.0567561814082837,8
7217-JYHOQ,Month-to-month,DSL,Credit card (automatic),24,24-48m,70.3,1706.45,4,0,0.12282485958718517,6
6695-FRVEC,Two year,DSL,Bank transfer (automatic),67,48-72m,60.4,3953.7,3,0,0.007286254493332905,10
4547-LYTDD,Month-to-month,Fiber optic,Electronic check,16,12-24m,72.65,1194.3,0,1,0.594539501188296,2
9894-QMIMJ,One year,DSL,Bank transfer (automatic),23,12-24m,55.8,1327.85,2,0,0.08763694670844197,7
8069-YQQAJ,Month-to-month,DSL,Mailed check,14,12-24m,31.1,419.7,1,0,0.37973016704846285,4
6770-XUAGN,Month-to-month,No,Electronic check,1,0-6m,21.0,21.0,0,1,0.2557033631481328,5
4193-ORFCL,Month-to-month,DSL,Mailed check,1,0-6m,45.1,45.1,0,1,0.3643453405697822,4
1636-NTNCO,Month-to-month,DSL,Credit card (automatic),4,0-6m,50.95,207.35,3,0,0.6563083071755721,2
3466-WAESX,Month-to-month,DSL,Electronic check,16,12-24m,69.1,1083.7,3,0,0.3696175321891345,4
9281-PKKZE,Month-to-month,DSL,Electronic check,46,24-48m,43.95,2007.85,2,0,0.3753024325942209,4
3638-VBZTA,Two year,DSL,Bank transfer (automatic),68,48-72m,86.5,5882.75,5,0,0.01598575775566871,9
7459-IMVYU,Month-to-month,DSL,Electronic check,38,24-48m,69.95,2657.55,4,0,0.10756158293527585,7
7776-QWNFX,Month-to-month,DSL,Bank transfer (automatic),30,24-48m,50.4,1527.5,1,1,0.2058407360724551,5
6689-TCZHQ,Month-to-month,Fiber optic,Electronic check,5,0-6m,78.95,378.4,1,1,0.7091288461147383,1
8563-OYMQY,Month-to-month,Fiber optic,Credit card (automatic),17,12-24m,90.95,1612.2,3,0,0.5114921883397898,3
0754-EEBDC,Two year,No,Mailed check,4,0-6m,19.9,76.65,0,0,0.03815148224782,8
5777-ZPQNC,One year,No,Electronic check,12,12-24m,20.15,260.7,0,0,0.09529317479085245,7
1951-IEYXM,Two year,DSL,Credit card (automatic),72,72m+,90.6,6441.85,6,0,0.013275023532722908,10
3318-NMQXL,Month-to-month,Fiber optic,Electronic check,3,0-6m,92.0,266.8,2,0,0.7903233678401733,1
3143-ILDAL,Month-to-month,Fiber optic,Electronic check,56,48-72m,94.45,5124.6,3,1,0.2969734472925357,4
1022-RKXDR,One year,No,Mailed check,41,24-48m,24.85,962.25,0,0,0.04629179851037917,8
2361-FJWNO,One year,DSL,Credit card (automatic),40,24-48m,36.0,1382.9,2,0,0.0602430521486204,8
2272-UOINI,Month-to-month,DSL,Electronic check,7,6-12m,78.5,571.05,5,0,0.40064883310542104,3
8232-UTFOZ,Two year,No,Credit card (automatic),69,48-72m,19.95,1399.35,0,0,0.005669167965015673,10
3750-YHRYO,One year,No,Mailed check,7,6-12m,20.65,150.0,0,0,0.05971423958225275,8
6637-KYRCV,Month-to-month,DSL,Electronic check,5,0-6m,30.5,167.2,1,0,0.511409899377233,3
5668-MEISB,Two year,Fiber optic,Credit card (automatic),72,72m+,106.1,7657.4,5,0,0.01735676997419275,9
0129-QMPDR,One year,No,Bank transfer (automatic),44,24-48m,20.5,865.05,0,0,0.025396636533366157,9
7188-CBBBA,One year,Fiber optic,Electronic check,65,48-72m,95.5,6153.85,3,0,0.1833556717554327,5
5356-CSVSQ,Month-to-month,DSL,Electronic check,3,0-6m,64.6,174.2,2,0,0.4641898693948628,3
3221-CJMSG,Month-to-month,DSL,Credit card (automatic),24,24-48m,51.1,1269.6,1,0,0.17439002598364298,6
4720-VSTSI,Month-to-month,Fiber optic,Bank transfer (automatic),44,24-48m,84.8,3862.55,2,1,0.30777460542351565,4
3219-JQRSL,Two year,DSL,Credit card (automatic),72,72m+,89.1,6352.4,6,0,0.013988092994817111,10
2801-NISEI,Month-to-month,DSL,Electronic check,24,24-48m,54.95,1348.5,2,0,0.13894877625791116,6
3946-MHCZW,Month-to-month,DSL,Mailed check,1,0-6m,50.9,50.9,1,1,0.3067726074090002,4
4623-ZKHLY,Month-to-month,No,Bank transfer (automatic),22,12-24m,20.45,471.55,0,0,0.1139256174085756,7
6732-VAILE,Two year,DSL,Credit card (automatic),70,48-72m,85.95,5931.75,5,0,0.02013448990324531,9
8201-AAXCB,Month-to-month,DSL,Electronic check,25,24-48m,60.35,1404.65,1,0,0.3172322257992466,4
7696-CFTAT,Two year,No,Bank transfer (automatic),37,24-48m,19.8,726.1,0,0,0.01298769748366648,10
1845-CSBRZ,Month-to-month,Fiber optic,Bank transfer (automatic),22,12-24m,85.35,1961.6,1,0,0.4966859706757942,3
2123-VSCOT,Two year,DSL,Bank transfer (automatic),59,48-72m,72.1,4194.85,3,0,0.023640319778800493,9
6651-AZVTJ,Month-to-month,Fiber optic,Electronic check,49,48-72m,99.8,4872.45,3,1,0.4690564901703108,3
4566-GOLUK,Month-to-month,Fiber optic,Bank transfer (automatic),47,24-48m,107.35,5118.95,4,1,0.286749226656594,4
2484-DGXPZ,Month-to-month,No,Mailed check,31,24-48m,19.55,658.95,0,1,0.07703821785135856,7
2018-QKYGT,Month-to-month,Fiber optic,Electronic check,1,0-6m,81.05,81.05,1,0,0.7074664969591933,1
2792-VPPET,Month-to-month,No,Electronic check,3,0-6m,20.5,76.95,0,0,0.28862378429937324,4
7409-JURKQ,One year,Fiber optic,Bank transfer (automatic),53,48-72m,111.8,5809.75,5,0,0.14834617849408954,6
3247-MHJKM,Month-to-month,No,Mailed check,1,0-6m,20.2,20.2,0,0,0.16602774090742256,6
1964-SVLEA,One year,No,Mailed check,20,12-24m,19.7,415.9,0,0,0.06891162459158635,7
4587-NUKOX,Month-to-month,Fiber optic,Electronic check,3,0-6m,79.1,246.5,2,1,0.596758922085578,2
7297-DVYGA,One year,No,Bank transfer (automatic),51,48-72m,19.85,996.95,0,0,0.025439788473054403,9
2239-CGBUZ,One year,DSL,Bank transfer (automatic),51,48-72m,60.5,3145.15,3,0,0.0240037056961221,9
0854-UYHZD,Two year,No,Mailed check,13,12-24m,19.55,265.3,0,0,0.028702700581005082,9
7243-LCGGZ,Month-to-month,No,Mailed check,1,0-6m,20.9,20.9,0,0,0.16369649393344252,6
8267-KFGYD,Month-to-month,No,Mailed check,1,0-6m,21.05,21.05,0,0,0.19230312649390183,5
4890-VMUAV,One year,DSL,Electronic check,63,48-72m,71.5,4576.3,4,0,0.02406108224877643,9
9261-WDCAF,Month-to-month,DSL,Mailed check,3,0-6m,54.65,189.1,1,0,0.3572309914867018,4
3764-MNMOI,Two year,No,Credit card (automatic),46,24-48m,19.2,908.15,0,0,0.012431344809145938,10
7442-YGZFK,Month-to-month,DSL,Credit card (automatic),1,0-6m,49.8,49.8,0,0,0.47394261723424885,3
0420-BWTPW,Month-to-month,DSL,Mailed check,8,6-12m,25.5,215.2,0,1,0.3361059349526542,4
8229-BUJHX,Two year,No,Bank transfer (automatic),71,48-72m,20.5,1500.95,0,0,0.004104409253068907,10
7449-HVPIV,Month-to-month,Fiber optic,Credit card (automatic),55,48-72m,90.4,5099.15,2,0,0.26977627224738904,5
5504-WSIUR,One year,Fiber optic,Bank transfer (automatic),70,48-72m,90.25,6385.95,3,0,0.059448467867425456,8
8183-ONMXC,Month-to-month,Fiber optic,Electronic check,2,0-6m,80.75,159.45,1,1,0.6753101254740624,1
8466-PZBLH,Two year,Fiber optic,Bank transfer (automatic),67,48-72m,104.6,6885.75,4,0,0.029220751135837185,9
9614-RMGHA,Month-to-month,Fiber optic,Bank transfer (automatic),65,48-72m,91.85,5940.85,2,1,0.21312606857383268,5
8735-IJJEG,Month-to-month,DSL,Credit card (automatic),14,12-24m,50.2,668.85,1,0,0.21689388200590698,5
0564-MUUQK,Month-to-month,Fiber optic,Bank transfer (automatic),20,12-24m,95.5,1916.2,3,0,0.4327783821376706,3
5054-IEXZT,Month-to-month,Fiber optic,Electronic check,1,0-6m,75.35,75.35,1,1,0.6563937200009647,2
5834-ASPWA,Month-to-month,Fiber optic,Electronic check,1,0-6m,75.45,75.45,0,1,0.7623648378382966,1
0701-RFGFI,Month-to-month,Fiber optic,Bank transfer (automatic),49,48-72m,95.4,4613.95,2,0,0.36554164758092844,4
0019-EFAEP,Two year,Fiber optic,Bank transfer (automatic),72,72m+,101.3,7261.25,4,0,0.04152102073264729,8
5619-PTMIK,Month-to-month,DSL,Electronic check,46,24-48m,53.1,2459.8,1,0,0.1246200776520108,6
3737-XBQDD,Month-to-month,Fiber optic,Bank transfer (automatic),24,24-48m,84.85,2048.8,2,0,0.4653479458576672,3
5882-CMAZQ,Month-to-month,DSL,Electronic check,5,0-6m,34.25,163.55,2,0,0.34820414566187463,4
5846-QFDFI,Month-to-month,Fiber optic,Credit card (automatic),33,24-48m,88.6,2888.7,3,0,0.2119246040472758,5
4445-KWOKW,One year,DSL,Bank transfer (automatic),42,24-48m,60.15,2421.6,2,0,0.06454321648966886,7
3511-APPBJ,One year,Fiber optic,Credit card (automatic),23,12-24m,99.95,2292.75,4,0,0.30871343072590096,4
7967-HYCDE,Month-to-month,Fiber optic,Bank transfer (automatic),8,6-12m,70.7,553.4,0,0,0.4635109982271927,3
2430-RRYUW,One year,DSL,Mailed check,66,48-72m,54.8,3465.7,2,0,0.022629972364809573,9
3948-XHGNA,Month-to-month,DSL,Bank transfer (automatic),24,24-48m,49.55,1210.4,1,1,0.1754352299517683,6
3723-BFBGR,Month-to-month,DSL,Credit card (automatic),24,24-48m,54.8,1291.3,1,0,0.25087835072723147,5
0565-IYCGT,One year,DSL,Credit card (automatic),69,48-72m,78.6,5356.45,5,1,0.025077575221601468,9
5447-WZAFP,One year,Fiber optic,Mailed check,53,48-72m,100.3,5200.8,4,0,0.17189425397388042,6
5110-CHOPY,Two year,DSL,Electronic check,60,48-72m,53.6,3237.05,4,0,0.05074704602411575,8
5445-UTODQ,Month-to-month,Fiber optic,Electronic check,7,6-12m,81.1,576.65,1,1,0.7103692671708258,1
4425-OWHWB,One year,No,Credit card (automatic),20,12-24m,19.35,433.75,0,0,0.07121772330131512,7
7892-QVYKW,Month-to-month,Fiber optic,Electronic check,23,12-24m,85.6,1868.4,1,0,0.5240196377685185,3
9675-ICXCT,Two year,DSL,Electronic check,72,72m+,80.8,5728.55,5,0,0.01627022589865924,9
1024-VRZHF,Month-to-month,Fiber optic,Electronic check,11,6-12m,74.95,825.7,0,1,0.6827091371953493,1
4703-MQYKT,Two year,No,Mailed check,21,12-24m,19.6,390.4,0,0,0.027372086794960986,9
9497-QCMMS,Month-to-month,Fiber optic,Electronic check,1,0-6m,93.55,93.55,2,1,0.878916217266342,1
5692-ICXLW,Month-to-month,Fiber optic,Electronic check,31,24-48m,90.7,2845.15,2,0,0.6440453561714437,2
0602-DDUML,Two year,DSL,Mailed check,57,48-72m,69.75,3894.4,4,0,0.016301698623603287,9
2208-MPXIO,Two year,No,Bank transfer (automatic),45,24-48m,20.0,886.4,0,0,0.013943164096618678,10
1960-UYCNN,Month-to-month,Fiber optic,Electronic check,10,6-12m,95.25,1021.55,3,0,0.7311351728065818,1
0348-SDKOL,Month-to-month,Fiber optic,Credit card (automatic),58,48-72m,102.1,5885.4,4,1,0.27181065003371707,4
